shot_id_number,power_of_shot,knockout_match,game_season,is_goal,area_of_shot,shot_basics,date_of_game,home/away,lat/lng,type_of_shot,type_of_combined_shot,match_id,distance_of_shot_avg,remaining_min_1
54,1.0,0.0,2000-01,0.0,Left Side(L),Mid Range,2000-11-05,LAC,1,0,shot - 3,20000049,38.0,10.0
56,1.0,0.0,2000-01,0.0,Left Side Center(LC),Penalty Spot,2000-11-05,LAC,1,0,shot - 3,20000049,44.0,2.0
57,2.0,0.0,2000-01,1.0,Center(C),Mid Range,2000-11-05,LAC,1,shot - 37,0,20000049,42.0,11.0
58,2.0,0.0,2000-01,1.0,Center(C),Goal Area,2000-11-05,LAC,1,0,shot - 4,20000049,20.0,8.0
59,2.0,0.0,2000-01,1.0,Center(C),Goal Area,2000-11-05,LAC,1,0,shot - 1,20000049,20.0,52.2
61,2.0,0.0,2000-01,0.0,Center(C),Goal Line,2000-11-05,LAC,1,shot - 36,0,20000049,31.0,2.0
63,3.0,0.0,2000-01,0.0,Center(C),Goal Area,2000-11-05,LAC,1,0,shot - 4,20000049,20.0,9.0
64,3.0,0.0,2000-01,0.0,Center(C),Goal Line,2000-11-05,LAC,1,0,shot - 4,20000049,25.0,0.0
65,3.0,0.0,2000-01,1.0,Right Side(R),U,2000-11-05,LAC,1,shot - 44,0,20000049,32.0,0.0
68,1.0,0.0,2000-01,0.0,Right Side(R),Right Corner,2000-11-07,HOU,0,shot - 21,0,20000058,43.0,8.0
69,1.0,0.0,2000-01,1.0,U,Goal Area,2000-11-07,HOU,0,shot - 4,0,20000058,20.0,7.0
70,1.0,0.0,2000-01,1.0,Center(C),Goal Area,2000-11-07,HOU,0,0,shot - 1,20000058,20.0,7.0
73,2.0,0.0,2000-01,1.0,Center(C),Goal Area,2000-11-07,HOU,0,0,shot - 4,20000058,20.0,7.0
74,2.0,0.0,2000-01,0.0,Center(C),U,2000-11-07,HOU,0,shot - 0,0,20000058,27.0,2.0
75,2.0,0.0,2000-01,0.0,Right Side Center(RC),Penalty Spot,2000-11-07,HOU,0,shot - 1,0,20000058,45.0,0.0
77,3.0,0.0,2000-01,0.0,Center(C),Goal Line,2000-11-07,HOU,0,shot - 1,0,20000058,25.0,9.0
78,3.0,0.0,2000-01,0.0,Left Side(L),Mid Range,2000-11-07,HOU,0,shot - 36,0,20000058,33.0,7.0
79,3.0,0.0,2000-01,0.0,Left Side(L),Goal Line,2000-11-07,HOU,0,shot - 2,0,20000058,28.0,66.64
81,4.0,0.0,2000-01,1.0,Center(C),Goal Line,2000-11-07,HOU,0,shot - 20,0,20000058,33.0,5.0
82,4.0,0.0,2000-01,0.0,Center(C),Mid Range,2000-11-07,HOU,0,0,shot - 3,20000058,41.2,0.0
83,1.0,0.0,2000-01,0.0,Right Side Center(RC),Penalty Spot,2000-11-08,SAS,0,shot - 15,0,20000068,44.0,11.0
84,1.0,0.0,2000-01,0.0,Center(C),Goal Area,2000-11-08,SAS,0,shot - 12,0,20000068,20.0,10.0
88,1.0,0.0,2000-01,1.0,Center(C),U,2000-11-08,SAS,0,shot - 10,0,20000068,39.0,5.0
89,1.0,0.0,2000-01,1.0,Right Side(R),Mid Range,2000-11-08,SAS,0,0,shot - 3,20000068,35.0,2.0
90,1.0,0.0,2000-01,1.0,Right Side(R),Mid Range,2000-11-08,SAS,0,shot - 15,0,20000068,34.0,1.0
91,1.0,0.0,2000-01,1.0,Center(C),Mid Range,2000-11-08,SAS,0,0,shot - 3,20000068,35.0,1.0
93,2.0,0.0,2000-01,0.0,Right Side(R),U,2000-11-08,SAS,0,0,shot - 3,20000068,33.0,10.0
94,2.0,0.0,2000-01,0.0,Right Side(R),U,2000-11-08,SAS,0,shot - 49,0,20000068,35.0,9.0
96,2.0,0.0,2000-01,1.0,Center(C),Penalty Spot,2000-11-08,SAS,0,0,shot - 3,20000068,50.2,3.0
98,2.0,0.0,2000-01,0.0,Left Side Center(LC),Penalty Spot,2000-11-08,SAS,0,shot - 51,0,20000068,44.0,116.64
99,3.0,0.0,2000-01,1.0,Right Side(R),Mid Range,2000-11-08,SAS,0,0,shot - 3,20000068,34.0,0.0
100,3.0,0.0,2000-01,0.0,Center(C),Goal Line,2000-11-08,SAS,0,0,shot - 3,20000068,24.0,90.2
101,3.0,0.0,2000-01,0.0,Center(C),Mid Range,2000-11-08,SAS,0,shot - 0,0,20000068,35.0,9.0
102,3.0,0.0,2000-01,1.0,Center(C),Goal Area,2000-11-08,SAS,0,0,shot - 1,20000068,20.0,7.0
103,3.0,0.0,2000-01,1.0,Right Side Center(RC),U,2000-11-08,SAS,0,shot - 54,0,20000068,37.0,6.0
105,3.0,0.0,2000-01,0.0,Right Side(R),Mid Range,2000-11-08,SAS,0,shot - 15,0,20000068,32.0,3.0
106,3.0,0.0,2000-01,0.0,Left Side(L),Mid Range,2000-11-08,SAS,0,0,shot - 3,20000068,39.0,0.0
107,3.0,0.0,2000-01,0.0,Left Side(L),Mid Range,2000-11-08,SAS,0,0,shot - 3,20000068,70.86399999999998,0.0
108,4.0,0.0,2000-01,0.0,Center(C),Goal Line,2000-11-08,SAS,0,0,shot - 3,20000068,31.0,10.0
109,4.0,0.0,2000-01,0.0,Left Side Center(LC),Mid Range,2000-11-08,SAS,0,0,shot - 3,20000068,36.0,45.64
110,4.0,0.0,2000-01,1.0,Left Side(L),Mid Range,2000-11-08,SAS,0,0,shot - 3,20000068,36.0,6.0
111,4.0,0.0,2000-01,0.0,Left Side(L),Goal Line,2000-11-08,SAS,0,0,shot - 3,20000068,29.0,5.0
112,4.0,0.0,2000-01,0.0,Center(C),Goal Line,2000-11-08,SAS,0,0,shot - 3,20000068,27.0,3.0
114,1.0,0.0,2000-01,0.0,Left Side Center(LC),Mid Range,2000-11-12,HOU,1,shot - 17,0,20000098,41.0,11.0
115,1.0,0.0,2000-01,0.0,Center(C),Goal Area,2000-11-12,HOU,1,shot - 4,0,20000098,20.0,10.0
116,1.0,0.0,2000-01,0.0,Center(C),Goal Area,2000-11-12,HOU,1,shot - 46,0,20000098,20.0,9.0
117,1.0,0.0,2000-01,0.0,Center(C),Goal Area,2000-11-12,HOU,1,0,shot - 5,20000098,20.0,9.0
118,1.0,0.0,2000-01,1.0,Center(C),Goal Area,2000-11-12,HOU,1,0,shot - 1,20000098,20.0,3.0
119,1.0,0.0,2000-01,1.0,Center(C),Goal Area,2000-11-12,HOU,1,0,shot - 4,20000098,20.0,102.64
120,1.0,0.0,2000-01,0.0,Right Side Center(RC),Mid Range,2000-11-12,HOU,1,0,shot - 3,20000098,36.0,0.0
121,2.0,0.0,2000-01,1.0,Left Side Center(LC),Mid Range,2000-11-12,HOU,1,shot - 36,0,20000098,25.2,8.0
124,2.0,0.0,2000-01,1.0,Center(C),Goal Area,2000-11-12,HOU,1,shot - 54,0,20000098,61.2,0.0
125,2.0,0.0,2000-01,1.0,Center(C),Penalty Spot,2000-11-12,HOU,1,0,shot - 3,20000098,47.0,0.0
127,3.0,0.0,2000-01,1.0,Right Side(R),Mid Range,2000-11-12,HOU,1,0,shot - 3,20000098,35.0,8.0
128,3.0,0.0,2000-01,1.0,Left Side(L),Mid Range,2000-11-12,HOU,1,0,shot - 3,20000098,35.0,5.0
129,3.0,0.0,2000-01,0.0,Left Side(L),Mid Range,2000-11-12,HOU,1,shot - 42,0,20000098,35.0,4.0
130,3.0,0.0,2000-01,0.0,Left Side(L),Mid Range,2000-11-12,HOU,1,shot - 12,0,20000098,37.0,54.64
131,3.0,0.0,2000-01,0.0,Center(C),Goal Line,2000-11-12,HOU,1,shot - 21,0,20000098,29.0,3.0
132,3.0,0.0,2000-01,1.0,Center(C),Goal Line,2000-11-12,HOU,1,0,shot - 3,20000098,31.0,3.0
135,3.0,0.0,2000-01,0.0,Left Side Center(LC),Mid Range,2000-11-12,HOU,1,0,shot - 3,20000098,37.0,76.7616
136,4.0,0.0,2000-01,0.0,Center(C),Goal Line,2000-11-12,HOU,1,0,shot - 3,20000098,24.0,10.0
137,4.0,0.0,2000-01,0.0,Left Side(L),Mid Range,2000-11-12,HOU,1,0,shot - 3,20000098,66.7,6.0
138,4.0,0.0,2000-01,0.0,Center(C),Goal Line,2000-11-12,HOU,1,shot - 17,0,20000098,32.7,4.0
139,4.0,0.0,2000-01,1.0,Center(C),Goal Area,2000-11-12,HOU,1,0,shot - 1,20000098,28.7,3.0
140,4.0,0.0,2000-01,1.0,Center(C),Goal Line,2000-11-12,HOU,1,shot - 44,0,20000098,25.0,1.0
142,4.0,0.0,2000-01,0.0,Center(C),Goal Area,2000-11-12,HOU,1,0,shot - 5,20000098,20.0,1.0
143,1.0,0.0,2000-01,0.0,Center(C),Goal Area,2000-11-14,DEN,1,shot - 4,0,20000108,20.0,7.0
145,1.0,0.0,2000-01,1.0,Center(C),Goal Area,2000-11-14,DEN,1,0,shot - 1,20000108,20.0,3.0
146,1.0,0.0,2000-01,1.0,Right Side(R),Mid Range,2000-11-14,DEN,1,0,shot - 3,20000108,32.0,2.0
147,1.0,0.0,2000-01,1.0,Left Side(L),Mid Range,2000-11-14,DEN,1,shot - 0,0,20000108,33.0,0.0
148,2.0,0.0,2000-01,0.0,Right Side(R),Mid Range,2000-11-14,DEN,1,shot - 11,0,20000108,38.0,11.0
149,2.0,0.0,2000-01,0.0,Right Side Center(RC),Penalty Spot,2000-11-14,DEN,1,0,shot - 3,20000108,47.0,10.0
151,2.0,0.0,2000-01,1.0,Right Side Center(RC),Mid Range,2000-11-14,DEN,1,0,shot - 3,20000108,40.0,9.0
154,2.0,0.0,2000-01,0.0,Center(C),Goal Area,2000-11-14,DEN,1,shot - 39,0,20000108,20.0,1.0
155,2.0,0.0,2000-01,0.0,Center(C),Goal Area,2000-11-14,DEN,1,shot - 4,0,20000108,20.0,36.64
157,3.0,0.0,2000-01,0.0,Right Side Center(RC),Mid Range,2000-11-14,DEN,1,0,shot - 3,20000108,40.0,10.0
158,3.0,0.0,2000-01,0.0,Center(C),Goal Line,2000-11-14,DEN,1,0,shot - 3,20000108,27.0,5.0
160,3.0,0.0,2000-01,1.0,Center(C),Goal Area,2000-11-14,DEN,1,shot - 32,0,20000108,20.0,109.2
161,4.0,0.0,2000-01,1.0,Right Side Center(RC),Penalty Spot,2000-11-14,DEN,1,0,shot - 3,20000108,45.0,112.64
162,4.0,0.0,2000-01,1.0,Center(C),Goal Area,2000-11-14,DEN,1,0,shot - 4,20000108,20.0,10.0
163,4.0,0.0,2000-01,1.0,Center(C),Goal Area,2000-11-14,DEN,1,shot - 12,0,20000108,20.0,10.0
164,4.0,0.0,2000-01,0.0,Center(C),Goal Area,2000-11-14,DEN,1,shot - 39,0,20000108,20.0,5.0
166,1.0,0.0,2000-01,1.0,Right Side Center(RC),Mid Range,2000-11-16,SAC,0,shot - 54,0,20000124,41.0,11.0
167,1.0,0.0,2000-01,0.0,Left Side Center(LC),Mid Range,2000-11-16,SAC,0,0,shot - 3,20000124,41.0,112.64
168,1.0,0.0,2000-01,0.0,Left Side(L),Mid Range,2000-11-16,SAC,0,0,shot - 3,20000124,36.0,8.0
169,1.0,0.0,2000-01,0.0,Center(C),Goal Line,2000-11-16,SAC,0,0,shot - 3,20000124,27.0,8.0
170,1.0,0.0,2000-01,0.0,Center(C),Goal Area,2000-11-16,SAC,0,0,shot - 4,20000124,20.0,7.0
171,1.0,0.0,2000-01,1.0,U,Goal Line,2000-11-16,SAC,0,shot - 12,0,20000124,25.0,2.0
173,1.0,0.0,2000-01,0.0,Right Side(R),Mid Range,2000-11-16,SAC,0,shot - 2,0,20000124,40.0,1.0
174,2.0,0.0,2000-01,1.0,Right Side Center(RC),Mid Range,2000-11-16,SAC,0,shot - 11,0,20000124,41.0,8.0
175,2.0,0.0,2000-01,1.0,Right Side(R),Mid Range,2000-11-16,SAC,0,0,shot - 3,20000124,36.0,102.64
176,2.0,0.0,2000-01,0.0,U,Mid Range,2000-11-16,SAC,0,0,shot - 3,20000124,46.2,75.64
177,2.0,0.0,2000-01,0.0,Right Side(R),Mid Range,2000-11-16,SAC,0,0,shot - 3,20000124,36.0,0.0
178,2.0,0.0,2000-01,0.0,Mid Ground(MG),Mid Ground Line,2000-11-16,SAC,0,0,shot - 3,20000124,67.0,0.0
179,3.0,0.0,2000-01,0.0,Center(C),Goal Line,2000-11-16,SAC,0,0,shot - 3,20000124,33.0,8.0
180,3.0,0.0,2000-01,0.0,Right Side(R),Mid Range,2000-11-16,SAC,0,shot - 36,0,20000124,39.0,25.64
181,3.0,0.0,2000-01,0.0,Right Side Center(RC),Penalty Spot,2000-11-16,SAC,0,0,shot - 3,20000124,44.0,0.0
183,4.0,0.0,2000-01,0.0,Center(C),Penalty Spot,2000-11-16,SAC,0,0,shot - 3,20000124,27.2,9.0
184,4.0,0.0,2000-01,0.0,Left Side Center(LC),Penalty Spot,2000-11-16,SAC,0,0,shot - 3,20000124,59.7,5.0
185,4.0,0.0,2000-01,1.0,U,Penalty Spot,2000-11-16,SAC,0,shot - 24,0,20000124,40.2,0.0
186,5.0,0.0,2000-01,1.0,Center(C),Goal Line,2000-11-16,SAC,0,shot - 46,0,20000124,29.0,2.0
187,5.0,0.0,2000-01,0.0,Center(C),Goal Line,2000-11-16,SAC,0,shot - 4,0,20000124,30.0,2.0
188,5.0,0.0,2000-01,1.0,Left Side Center(LC),Mid Range,2000-11-16,SAC,0,shot - 11,0,20000124,41.0,97.64
189,1.0,0.0,2000-01,1.0,Left Side Center(LC),Mid Range,2000-11-18,DEN,0,shot - 49,0,20000140,30.2,10.0
190,1.0,0.0,2000-01,0.0,Right Side Center(RC),U,2000-11-18,DEN,0,0,shot - 3,20000140,45.0,9.0
191,1.0,0.0,2000-01,0.0,Center(C),Goal Area,2000-11-18,DEN,0,shot - 4,0,20000140,20.0,8.0
194,1.0,0.0,2000-01,0.0,Left Side Center(LC),Mid Range,2000-11-18,DEN,0,shot - 3,0,20000140,38.0,4.0
195,1.0,0.0,2000-01,1.0,Center(C),Goal Area,2000-11-18,DEN,0,shot - 1,0,20000140,33.2,4.0
197,2.0,0.0,2000-01,0.0,Center(C),Goal Line,2000-11-18,DEN,0,0,shot - 3,20000140,55.2,11.0
198,2.0,0.0,2000-01,1.0,Right Side Center(RC),Mid Range,2000-11-18,DEN,0,0,shot - 3,20000140,39.0,6.0
199,2.0,0.0,2000-01,1.0,Right Side Center(RC),Penalty Spot,2000-11-18,DEN,0,shot - 53,0,20000140,45.0,6.0
200,2.0,0.0,2000-01,0.0,Right Side(R),Mid Range,2000-11-18,DEN,0,0,shot - 3,20000140,36.0,43.64
201,3.0,0.0,2000-01,0.0,Left Side Center(LC),Penalty Spot,2000-11-18,DEN,0,0,shot - 3,20000140,49.0,11.0
203,3.0,0.0,2000-01,0.0,Right Side(R),Mid Range,2000-11-18,DEN,0,0,shot - 3,20000140,36.0,8.0
204,3.0,0.0,2000-01,1.0,Center(C),Mid Range,2000-11-18,DEN,0,0,shot - 3,20000140,35.0,6.0
206,3.0,0.0,2000-01,1.0,Right Side(R),Right Corner,2000-11-18,DEN,0,shot - 5,0,20000140,43.0,3.0
207,3.0,0.0,2000-01,1.0,Left Side(L),Left Corner,2000-11-18,DEN,0,shot - 36,0,20000140,46.707029,0.0
208,4.0,0.0,2000-01,0.0,Center(C),Goal Area,2000-11-18,DEN,0,shot - 4,0,20000140,20.0,11.0
209,4.0,0.0,2000-01,1.0,Center(C),Goal Area,2000-11-18,DEN,0,shot - 24,0,20000140,20.0,7.0
212,4.0,0.0,2000-01,1.0,Center(C),Goal Line,2000-11-18,DEN,0,0,shot - 3,20000140,28.0,1.0
213,4.0,0.0,2000-01,0.0,U,Goal Line,2000-11-18,DEN,0,0,shot - 3,20000140,24.2,83.2
214,1.0,0.0,2000-01,0.0,Center(C),Penalty Spot,2000-11-19,CHI,1,0,shot - 3,20000147,44.0,9.0
215,1.0,0.0,2000-01,0.0,U,Goal Line,2000-11-19,CHI,1,shot - 41,0,20000147,42.864,6.0
216,1.0,0.0,2000-01,1.0,U,Goal Area,2000-11-19,CHI,1,shot - 12,0,20000147,36.2,46.64
217,1.0,0.0,2000-01,0.0,Center(C),Goal Area,2000-11-19,CHI,1,shot - 39,0,20000147,20.0,64.64
218,2.0,0.0,2000-01,1.0,Center(C),Goal Area,2000-11-19,CHI,1,shot - 12,0,20000147,20.0,60.2
219,2.0,0.0,2000-01,0.0,Right Side Center(RC),Mid Range,2000-11-19,CHI,1,shot - 54,0,20000147,37.0,6.0
220,2.0,0.0,2000-01,0.0,Right Side Center(RC),Mid Range,2000-11-19,CHI,1,0,shot - 3,20000147,43.0,112.64
221,3.0,0.0,2000-01,1.0,Center(C),Goal Area,2000-11-19,CHI,1,0,shot - 1,20000147,20.0,11.0
222,3.0,0.0,2000-01,1.0,Center(C),Goal Area,2000-11-19,CHI,1,shot - 39,0,20000147,20.0,10.0
223,3.0,0.0,2000-01,0.0,Right Side Center(RC),Mid Range,2000-11-19,CHI,1,0,shot - 3,20000147,38.0,9.0
224,3.0,0.0,2000-01,1.0,Right Side Center(RC),Mid Range,2000-11-19,CHI,1,shot - 45,0,20000147,40.0,7.0
225,3.0,0.0,2000-01,0.0,Center(C),Goal Line,2000-11-19,CHI,1,shot - 40,0,20000147,32.0,6.0
226,3.0,0.0,2000-01,1.0,Left Side(L),Goal Line,2000-11-19,CHI,1,shot - 44,0,20000147,31.0,44.7616
227,3.0,0.0,2000-01,0.0,Center(C),Goal Area,2000-11-19,CHI,1,0,shot - 4,20000147,20.0,1.0
229,4.0,0.0,2000-01,0.0,Right Side Center(RC),Penalty Spot,2000-11-19,CHI,1,0,shot - 3,20000147,47.0,11.0
230,4.0,0.0,2000-01,0.0,Left Side Center(LC),Mid Range,2000-11-19,CHI,1,shot - 37,0,20000147,48.728,10.0
231,4.0,0.0,2000-01,0.0,Center(C),Goal Area,2000-11-19,CHI,1,0,shot - 4,20000147,20.0,10.0
232,4.0,0.0,2000-01,0.0,Center(C),Goal Area,2000-11-19,CHI,1,0,shot - 4,20000147,20.0,10.0
233,4.0,0.0,2000-01,1.0,Center(C),Goal Line,2000-11-19,CHI,1,0,shot - 3,20000147,28.0,2.0
234,4.0,0.0,2000-01,0.0,Left Side Center(LC),Mid Range,2000-11-19,CHI,1,shot - 11,0,20000147,64.2,1.0
235,4.0,0.0,2000-01,0.0,Left Side(L),Mid Range,2000-11-19,CHI,1,shot - 45,0,20000147,41.0,0.0
236,1.0,0.0,2000-01,1.0,Left Side Center(LC),Mid Range,2000-11-22,GSW,1,shot - 19,0,20000168,38.0,10.0
237,1.0,0.0,2000-01,0.0,Center(C),Mid Range,2000-11-22,GSW,1,0,shot - 3,20000168,38.0,8.0
238,1.0,0.0,2000-01,0.0,Center(C),Penalty Spot,2000-11-22,GSW,1,0,shot - 3,20000168,45.0,4.0
239,1.0,0.0,2000-01,1.0,Center(C),Goal Area,2000-11-22,GSW,1,shot - 4,0,20000168,20.0,2.0
240,1.0,0.0,2000-01,0.0,Center(C),Goal Area,2000-11-22,GSW,1,0,shot - 4,20000168,20.0,2.0
241,1.0,0.0,2000-01,1.0,Center(C),Goal Area,2000-11-22,GSW,1,shot - 12,0,20000168,20.0,2.0
242,1.0,0.0,2000-01,1.0,Right Side Center(RC),Penalty Spot,2000-11-22,GSW,1,shot - 5,0,20000168,45.2,1.0
243,2.0,0.0,2000-01,1.0,Center(C),Goal Area,2000-11-22,GSW,1,0,shot - 1,20000168,40.7,10.0
244,2.0,0.0,2000-01,1.0,Left Side Center(LC),Mid Range,2000-11-22,GSW,1,0,shot - 3,20000168,38.0,38.64
245,2.0,0.0,2000-01,1.0,Center(C),Goal Area,2000-11-22,GSW,1,0,shot - 1,20000168,54.2,3.0
246,2.0,0.0,2000-01,1.0,Right Side Center(RC),Mid Range,2000-11-22,GSW,1,shot - 6,0,20000168,38.0,2.0
247,3.0,0.0,2000-01,1.0,Center(C),Goal Area,2000-11-22,GSW,1,0,shot - 1,20000168,20.0,9.0
248,3.0,0.0,2000-01,1.0,Center(C),Goal Area,2000-11-22,GSW,1,shot - 4,0,20000168,88.4,9.0
249,3.0,0.0,2000-01,1.0,Right Side Center(RC),Penalty Spot,2000-11-22,GSW,1,shot - 52,0,20000168,46.0,6.0
251,3.0,0.0,2000-01,0.0,Right Side(R),U,2000-11-22,GSW,1,0,shot - 3,20000168,36.0,5.0
252,3.0,0.0,2000-01,0.0,Center(C),Goal Area,2000-11-22,GSW,1,shot - 39,0,20000168,20.0,2.0
253,3.0,0.0,2000-01,1.0,Center(C),Goal Area,2000-11-22,GSW,1,0,shot - 4,20000168,20.0,2.0
254,3.0,0.0,2000-01,1.0,Center(C),Goal Area,2000-11-22,GSW,1,shot - 39,0,20000168,20.0,1.0
255,1.0,0.0,2000-01,0.0,Center(C),U,2000-11-24,MIN,1,shot - 16,0,20000180,27.0,10.0
256,1.0,0.0,2000-01,1.0,U,Mid Range,2000-11-24,MIN,1,shot - 44,0,20000180,30.0,7.0
258,1.0,0.0,2000-01,1.0,Center(C),Goal Area,2000-11-24,MIN,1,0,shot - 4,20000180,42.7,5.0
259,1.0,0.0,2000-01,1.0,Right Side(R),Goal Line,2000-11-24,MIN,1,shot - 30,0,20000180,31.0,3.0
261,1.0,0.0,2000-01,1.0,Left Side(L),Mid Range,2000-11-24,MIN,1,shot - 7,0,20000180,60.86400000000001,1.0
263,3.0,0.0,2000-01,1.0,Center(C),Goal Area,2000-11-24,MIN,1,shot - 56,0,20000180,20.0,41.2
265,3.0,0.0,2000-01,0.0,Left Side Center(LC),U,2000-11-24,MIN,1,0,shot - 3,20000180,40.0,6.0
266,3.0,0.0,2000-01,1.0,Center(C),Goal Area,2000-11-24,MIN,1,shot - 39,0,20000180,20.0,51.64
268,3.0,0.0,2000-01,0.0,Right Side(R),Right Corner,2000-11-24,MIN,1,shot - 19,0,20000180,56.2,2.0
269,3.0,0.0,2000-01,1.0,Center(C),Mid Range,2000-11-24,MIN,1,0,shot - 3,20000180,67.7,0.0
270,4.0,0.0,2000-01,1.0,Right Side Center(RC),Penalty Spot,2000-11-24,MIN,1,shot - 44,0,20000180,33.2,11.0
271,4.0,0.0,2000-01,0.0,Right Side(R),Mid Range,2000-11-24,MIN,1,0,shot - 3,20000180,34.0,9.0
272,4.0,0.0,2000-01,1.0,Center(C),Goal Line,2000-11-24,MIN,1,shot - 15,0,20000180,29.0,43.64
